,state,fips,votes_total,per_dem,per_gop,votes_dem,votes_gop
0,Alaska,02901,4251,0.41,0.55,1723,2322
1,Alaska,02910,4886,0.18,0.78,863,3835
2,Alaska,02911,5196,0.25,0.72,1289,3740
3,Alaska,02912,2309,0.21,0.77,482,1773
4,Alaska,02913,3229,0.23,0.71,752,2299
5,Alaska,02914,4050,0.22,0.74,882,2984
6,Alaska,02915,2189,0.4,0.55,879,1207
7,Alaska,02916,3057,0.39,0.56,1196,1721
8,Alaska,02917,2497,0.48,0.48,1192,1197
9,Alaska,02918,2966,0.53,0.44,1576,1293
10,Alaska,02919,2683,0.5,0.46,1332,1236
11,Alaska,02902,2344,0.33,0.61,782,1424
12,Alaska,02920,3050,0.56,0.41,1697,1242
13,Alaska,02921,3364,0.47,0.49,1565,1657
14,Alaska,02922,5001,0.36,0.62,1776,3079
15,Alaska,02923,4202,0.4,0.57,1661,2388
16,Alaska,02924,5442,0.34,0.63,1831,3454
17,Alaska,02925,4866,0.37,0.59,1812,2889
18,Alaska,02926,5188,0.33,0.64,1724,3301
19,Alaska,02927,4805,0.38,0.58,1807,2800
20,Alaska,02928,5610,0.38,0.59,2150,3306
21,Alaska,02929,1865,0.16,0.81,295,1511
22,Alaska,02903,4697,0.17,0.78,811,3664
23,Alaska,02930,1637,0.15,0.81,245,1334
24,Alaska,02931,2856,0.22,0.74,616,2123
25,Alaska,02932,711,0.33,0.63,233,448
26,Alaska,02933,4595,0.62,0.35,2828,1607
27,Alaska,02934,5360,0.46,0.5,2480,2668
28,Alaska,02935,1216,0.33,0.65,398,787
29,Alaska,02936,4263,0.32,0.64,1344,2731
30,Alaska,02937,173,0.48,0.46,83,80
31,Alaska,02938,249,0.47,0.47,118,117
32,Alaska,02939,1013,0.59,0.36,594,363
33,Alaska,02904,4134,0.54,0.42,2243,1718
34,Alaska,02940,82,0.55,0.3,45,25
35,Alaska,02905,3834,0.43,0.53,1645,2042
36,Alaska,02906,3859,0.24,0.7,942,2711
37,Alaska,02907,5377,0.18,0.79,950,4239
38,Alaska,02908,2866,0.18,0.79,512,2271
39,Alaska,02909,1913,0.21,0.74,405,1413
40,Alabama,01001,27639,0.27,0.72,7450,19764
41,Alabama,01003,108945,0.22,0.76,24344,83055
42,Alabama,01005,10457,0.46,0.54,4772,5605
43,Alabama,01007,9573,0.21,0.78,1982,7508
44,Alabama,01009,27459,0.1,0.9,2627,24595
45,Alabama,01011,4603,0.75,0.25,3439,1143
46,Alabama,01013,9466,0.42,0.58,3953,5448
47,Alabama,01015,50743,0.3,0.69,15118,34964
48,Alabama,01017,15269,0.42,0.57,6356,8748
49,Alabama,01019,12275,0.13,0.86,1619,10562
50,Alabama,01021,19260,0.16,0.83,3056,16052
51,Alabama,01023,7461,0.42,0.58,3126,4294
52,Alabama,01025,13102,0.44,0.56,5730,7310
53,Alabama,01027,6913,0.18,0.81,1262,5589
54,Alabama,01029,7210,0.09,0.9,672,6472
55,Alabama,01031,22180,0.23,0.76,5050,16832
56,Alabama,01033,24668,0.29,0.7,7057,17311
57,Alabama,01035,6419,0.46,0.54,2951,3435
58,Alabama,01037,5472,0.33,0.66,1794,3626
59,Alabama,01039,17418,0.16,0.84,2717,14579
60,Alabama,01041,6617,0.26,0.74,1700,4864
61,Alabama,01043,41751,0.11,0.88,4454,36804
62,Alabama,01045,19699,0.26,0.72,5154,14281
63,Alabama,01047,17861,0.68,0.31,12228,5523
64,Alabama,01049,29322,0.15,0.84,4271,24744
65,Alabama,01051,40891,0.25,0.74,10304,30089
66,Alabama,01053,15861,0.31,0.68,4894,10844
67,Alabama,01055,47460,0.24,0.74,11487,35343
68,Alabama,01057,8756,0.16,0.83,1390,7295
69,Alabama,01059,12564,0.17,0.82,2085,10364
70,Alabama,01061,12538,0.13,0.86,1592,10844
71,Alabama,01063,5179,0.84,0.16,4329,850
72,Alabama,01065,7922,0.59,0.4,4687,3190
73,Alabama,01067,9266,0.28,0.71,2589,6593
74,Alabama,01069,45750,0.28,0.71,12738,32384
75,Alabama,01071,23602,0.16,0.83,3709,19644
76,Alabama,01073,324675,0.56,0.43,180936,138443
77,Alabama,01075,7187,0.14,0.86,978,6168
78,Alabama,01077,44149,0.27,0.72,11872,31578
79,Alabama,01079,15957,0.22,0.77,3544,12266
80,Alabama,01081,70980,0.39,0.59,27600,42019
81,Alabama,01083,48754,0.28,0.7,13510,34337
82,Alabama,01085,6830,0.73,0.27,4968,1835
83,Alabama,01087,8697,0.81,0.18,7084,1539
84,Alabama,01089,193955,0.45,0.53,86885,102395
85,Alabama,01091,10882,0.5,0.49,5476,5337
86,Alabama,01093,13786,0.11,0.88,1457,12190
87,Alabama,01095,39492,0.15,0.84,5880,33094
88,Alabama,01097,181783,0.43,0.55,78754,100605
89,Alabama,01099,10620,0.42,0.58,4425,6129
90,Alabama,01101,98476,0.65,0.34,64065,33122
91,Alabama,01103,53482,0.25,0.74,13159,39504
92,Alabama,01105,5215,0.74,0.26,3849,1336
93,Alabama,01107,9659,0.42,0.58,4017,5590
94,Alabama,01109,13796,0.41,0.58,5613,8020
95,Alabama,01111,10824,0.2,0.79,2203,8548
96,Alabama,01113,21108,0.52,0.46,11078,9796
97,Alabama,01117,114439,0.29,0.69,33036,79428
98,Alabama,01115,44346,0.17,0.81,7698,36119
99,Alabama,01119,6282,0.74,0.25,4639,1598
100,Alabama,01121,35591,0.37,0.62,13092,22210
101,Alabama,01123,20888,0.28,0.71,5815,14905
102,Alabama,01125,77076,0.37,0.61,28560,47367
103,Alabama,01127,31106,0.16,0.83,4826,25947
104,Alabama,01129,8861,0.25,0.74,2253,6554
105,Alabama,01131,5884,0.69,0.31,4036,1826
106,Alabama,01133,11273,0.09,0.9,974,10187
107,Arkansas,05001,6284,0.29,0.68,1813,4301
108,Arkansas,05003,7911,0.27,0.7,2119,5540
109,Arkansas,05005,20968,0.22,0.75,4625,15810
110,Arkansas,05007,122166,0.34,0.63,41894,76605
111,Arkansas,05009,17103,0.18,0.8,3061,13644
112,Arkansas,05011,3644,0.33,0.64,1208,2332
113,Arkansas,05013,2143,0.22,0.75,467,1609
114,Arkansas,05015,11639,0.34,0.63,3941,7352
115,Arkansas,05017,4093,0.55,0.43,2252,1750
116,Arkansas,05019,12235,0.44,0.53,5341,6432
117,Arkansas,05021,5178,0.19,0.79,959,4084
118,Arkansas,05023,12617,0.16,0.82,1962,10292
119,Arkansas,05025,3588,0.18,0.8,649,2857
120,Arkansas,05027,8550,0.33,0.64,2781,5469
121,Arkansas,05029,8641,0.3,0.66,2593,5672
122,Arkansas,05031,38364,0.31,0.66,11854,25482
123,Arkansas,05033,24025,0.21,0.77,4936,18566
124,Arkansas,05035,16086,0.52,0.45,8325,7244
125,Arkansas,05037,6911,0.25,0.71,1759,4928
126,Arkansas,05039,2649,0.36,0.59,963,1573
127,Arkansas,05041,4163,0.48,0.46,2016,1920
128,Arkansas,05043,6879,0.35,0.63,2408,4338
129,Arkansas,05045,54264,0.34,0.63,18267,34338
130,Arkansas,05047,7113,0.18,0.8,1298,5664
131,Arkansas,05049,5098,0.2,0.77,1031,3944
132,Arkansas,05051,44193,0.32,0.66,14043,29065
133,Arkansas,05053,8197,0.15,0.83,1268,6791
134,Arkansas,05055,16066,0.19,0.79,3045,12651
135,Arkansas,05057,11835,0.28,0.68,3294,8067
136,Arkansas,05059,12503,0.24,0.73,3053,9178
137,Arkansas,05061,4818,0.28,0.7,1333,3358
138,Arkansas,05063,14486,0.19,0.78,2798,11232
139,Arkansas,05065,5792,0.18,0.8,1019,4615
140,Arkansas,05067,5076,0.27,0.71,1360,3583
141,Arkansas,05069,25030,0.59,0.38,14882,9500
142,Arkansas,05071,9402,0.24,0.73,2262,6867
143,Arkansas,05073,2633,0.31,0.66,820,1730
144,Arkansas,05075,5857,0.18,0.78,1080,4569
145,Arkansas,05077,2848,0.5,0.45,1423,1286
146,Arkansas,05079,3870,0.27,0.7,1031,2725
147,Arkansas,05081,5178,0.24,0.72,1226,3714
148,Arkansas,05083,8222,0.19,0.78,1544,6438
149,Arkansas,05085,30660,0.22,0.75,6684,22884
150,Arkansas,05087,7315,0.21,0.77,1555,5630
151,Arkansas,05089,7481,0.2,0.77,1526,5767
152,Arkansas,05091,16506,0.26,0.72,4235,11907
153,Arkansas,05093,12287,0.37,0.59,4542,7262
154,Arkansas,05095,2815,0.41,0.55,1146,1545
155,Arkansas,05097,3839,0.19,0.79,722,3021
156,Arkansas,05099,3358,0.32,0.64,1076,2133
157,Arkansas,05101,3998,0.18,0.8,709,3192
158,Arkansas,05103,8993,0.38,0.58,3395,5253
159,Arkansas,05105,4607,0.22,0.75,1005,3466
160,Arkansas,05107,6155,0.58,0.39,3561,2393
161,Arkansas,05109,4240,0.15,0.83,643,3514
162,Arkansas,05111,7418,0.19,0.79,1388,5852
163,Arkansas,05113,8468,0.15,0.83,1242,7018
164,Arkansas,05115,24367,0.24,0.74,5747,18041
165,Arkansas,05117,3465,0.19,0.8,646,2764
166,Arkansas,05119,165468,0.6,0.38,98855,62389
167,Arkansas,05121,6769,0.18,0.79,1203,5327
168,Arkansas,05123,7054,0.51,0.46,3571,3221
169,Arkansas,05125,56903,0.28,0.69,16042,39519
170,Arkansas,05127,2219,0.16,0.81,364,1790
171,Arkansas,05129,4018,0.15,0.84,587,3365
172,Arkansas,05131,46838,0.31,0.66,14371,31024
173,Arkansas,05133,5202,0.21,0.75,1116,3884
174,Arkansas,05135,7544,0.18,0.79,1392,5923
175,Arkansas,05137,5919,0.2,0.78,1173,4605
176,Arkansas,05139,16548,0.34,0.63,5559,10446
177,Arkansas,05141,7704,0.2,0.77,1566,5962
178,Arkansas,05143,93467,0.46,0.51,43327,47229
179,Arkansas,05145,30689,0.19,0.78,5909,24057
180,Arkansas,05147,2469,0.34,0.62,849,1543
181,Arkansas,05149,6711,0.19,0.78,1275,5205
182,Arizona,04001,20930,0.67,0.32,13979,6715
183,Arizona,04003,52209,0.41,0.57,21238,29908
184,Arizona,04005,65785,0.62,0.36,40862,23644
185,Arizona,04007,25499,0.33,0.66,8398,16753
186,Arizona,04009,15026,0.27,0.72,4034,10747
187,Arizona,04011,3692,0.32,0.66,1182,2433
188,Arizona,04012,6677,0.31,0.68,2050,4542
189,Arizona,04013,1775065,0.51,0.47,912585,838071
190,Arizona,04015,99879,0.24,0.75,23993,74553
191,Arizona,04017,49347,0.46,0.53,22541,26024
192,Arizona,04019,493409,0.59,0.39,291697,193543
193,Arizona,04021,149532,0.42,0.57,62598,84543
194,Arizona,04023,18137,0.68,0.31,12321,5589
195,Arizona,04025,138743,0.35,0.63,48488,88037
196,Arizona,04027,61831,0.46,0.53,28297,32614
197,California,06001,367409,0.82,0.16,300278,59832
198,California,06003,736,0.64,0.32,473,238
199,California,06005,22067,0.36,0.61,8011,13427
200,California,06007,87841,0.51,0.47,44455,41182
201,California,06009,22506,0.39,0.59,8804,13275
202,California,06011,5170,0.42,0.56,2178,2895
203,California,06013,358232,0.74,0.24,265942,86253
204,California,06015,10249,0.42,0.55,4324,5647
205,California,06017,88102,0.48,0.5,42694,43630
206,California,06019,276587,0.53,0.45,147683,123941
207,California,06021,9639,0.34,0.64,3315,6139
208,California,06023,41636,0.68,0.29,28123,12208
209,California,06025,36084,0.7,0.29,25109,10300
210,California,06027,6354,0.54,0.44,3443,2776
211,California,06029,143486,0.48,0.5,69278,71254
212,California,06031,35694,0.42,0.56,15075,19830
213,California,06033,11038,0.62,0.36,6874,3955
214,California,06035,8617,0.27,0.72,2319,6182
215,California,06037,3342930,0.71,0.27,2381146,889402
216,California,06039,40496,0.44,0.54,17879,21834
217,California,06041,99960,0.84,0.14,84014,14486
218,California,06043,10215,0.4,0.58,4056,5921
219,California,06045,25171,0.73,0.25,18303,6312
220,California,06047,60623,0.56,0.42,33993,25355
221,California,06049,3805,0.28,0.7,1063,2675
222,California,06051,6511,0.6,0.37,3884,2433
223,California,06053,117329,0.72,0.26,84211,30854
224,California,06055,44383,0.73,0.26,32228,11368
225,California,06057,30088,0.59,0.39,17861,11697
226,California,06059,1283331,0.54,0.44,692344,567735
227,California,06061,159307,0.51,0.47,81572,74784
228,California,06063,10950,0.41,0.57,4465,6247
229,California,06065,432413,0.55,0.43,237831,187724
230,California,06067,338637,0.65,0.33,219638,112260
231,California,06069,22755,0.62,0.36,14153,8155
232,California,06071,539573,0.56,0.42,302270,226891
233,California,06073,1234864,0.62,0.36,763255,447345
234,California,06075,349508,0.86,0.12,301444,41711
235,California,06077,142283,0.61,0.38,86114,53611
236,California,06079,116069,0.6,0.38,69339,44380
237,California,06081,255174,0.79,0.19,202821,48331
238,California,06083,154830,0.67,0.31,103902,47471
239,California,06085,555846,0.75,0.23,418893,127303
240,California,06087,138638,0.79,0.18,109745,25485
241,California,06089,72186,0.34,0.64,24891,45912
242,California,06091,1926,0.38,0.59,730,1138
243,California,06093,22631,0.41,0.57,9272,12825
244,California,06095,174078,0.65,0.33,112664,57674
245,California,06097,197603,0.78,0.2,153342,40478
246,California,06099,138155,0.53,0.45,72651,62194
247,California,06101,27200,0.45,0.53,12325,14359
248,California,06103,18688,0.35,0.63,6543,11777
249,California,06105,5095,0.47,0.49,2383,2513
250,California,06107,101596,0.46,0.52,46559,53034
251,California,06109,29820,0.4,0.58,11808,17302
252,California,06111,358813,0.6,0.38,216447,135555
253,California,06113,55107,0.74,0.24,40635,13381
254,California,06115,18820,0.41,0.56,7800,10574
255,Colorado,08001,234599,0.57,0.4,132951,94874
256,Colorado,08003,7519,0.48,0.49,3624,3676
257,Colorado,08005,346740,0.61,0.36,211498,126124
258,Colorado,08007,9030,0.41,0.57,3693,5126
259,Colorado,08009,2193,0.14,0.84,313,1840
260,Colorado,08011,2229,0.32,0.66,723,1468
261,Colorado,08013,179246,0.79,0.19,141146,34479
262,Colorado,08014,46297,0.62,0.35,28871,16188
263,Colorado,08015,13620,0.52,0.45,7112,6180
264,Colorado,08017,1105,0.11,0.87,127,966
265,Colorado,08019,6290,0.56,0.42,3495,2618
266,Colorado,08021,4291,0.45,0.53,1936,2269
267,Colorado,08023,2031,0.63,0.35,1279,713
268,Colorado,08025,1730,0.25,0.73,427,1262
269,Colorado,08027,3586,0.31,0.68,1104,2433
270,Colorado,08029,19272,0.3,0.68,5862,13013
271,Colorado,08031,331329,0.82,0.17,270034,55014
272,Colorado,08033,1431,0.23,0.75,332,1080
273,Colorado,08035,229090,0.45,0.52,103550,119993
274,Colorado,08037,28427,0.64,0.34,18095,9685
275,Colorado,08041,358448,0.43,0.54,153836,191810
276,Colorado,08039,18554,0.24,0.74,4395,13722
277,Colorado,08043,25058,0.29,0.69,7170,17231
278,Colorado,08045,30274,0.5,0.48,15070,14404
279,Colorado,08047,4143,0.53,0.44,2199,1815
280,Colorado,08049,9606,0.48,0.5,4579,4759
281,Colorado,08051,10887,0.64,0.33,6976,3599
282,Colorado,08053,632,0.4,0.56,255,353
283,Colorado,08055,4389,0.47,0.5,2071,2193
284,Colorado,08057,873,0.2,0.78,173,680
285,Colorado,08059,376430,0.58,0.39,217891,148043
286,Colorado,08061,902,0.11,0.88,98,795
287,Colorado,08063,3792,0.17,0.81,644,3084
288,Colorado,08067,35377,0.58,0.4,20363,14146
289,Colorado,08065,3938,0.58,0.38,2287,1492
290,Colorado,08069,223653,0.56,0.41,125765,91197
291,Colorado,08071,7897,0.44,0.54,3465,4255
292,Colorado,08073,2630,0.18,0.81,467,2118
293,Colorado,08075,10411,0.21,0.77,2201,7987
294,Colorado,08077,85368,0.35,0.62,30106,53344
295,Colorado,08079,754,0.42,0.56,317,425
296,Colorado,08081,6964,0.17,0.81,1186,5627
297,Colorado,08083,15421,0.38,0.6,5802,9267
298,Colorado,08085,24764,0.31,0.67,7648,16658
299,Colorado,08087,13415,0.28,0.7,3741,9407
300,Colorado,08089,9459,0.38,0.6,3552,5696
301,Colorado,08091,3960,0.59,0.39,2341,1547
302,Colorado,08093,12032,0.4,0.57,4786,6864
303,Colorado,08095,2461,0.19,0.79,477,1945
304,Colorado,08097,11829,0.75,0.23,8906,2739
305,Colorado,08099,5507,0.26,0.72,1438,3977
306,Colorado,08101,86761,0.5,0.48,43070,41502
307,Colorado,08103,3672,0.15,0.83,557,3047
308,Colorado,08105,6280,0.4,0.58,2488,3645
309,Colorado,08107,16767,0.63,0.35,10523,5883
310,Colorado,08109,3337,0.56,0.42,1857,1389
311,Colorado,08111,563,0.61,0.36,342,202
312,Colorado,08113,5057,0.77,0.21,3890,1081
313,Colorado,08115,1441,0.21,0.78,297,1120
314,Colorado,08117,18330,0.68,0.29,12535,5275
315,Colorado,08119,16793,0.31,0.66,5224,11158
316,Colorado,08121,2943,0.12,0.86,363,2537
317,Colorado,08123,164791,0.4,0.58,65169,94965
318,Colorado,08125,4885,0.16,0.83,763,4037
319,Connecticut,09001,433978,0.62,0.37,267555,160621
320,Connecticut,09003,435646,0.62,0.36,271940,156855
321,Connecticut,09005,107446,0.47,0.52,50068,55600
322,Connecticut,09007,98548,0.57,0.41,56404,40472
323,Connecticut,09009,372331,0.58,0.41,216290,151053
324,Connecticut,09011,139493,0.57,0.41,79395,57071
325,Connecticut,09013,80538,0.55,0.43,44002,34819
326,Connecticut,09015,56952,0.47,0.51,26576,29137
327,District of Columbia,11001,31260,0.94,0.04,29509,1149
328,District of Columbia,11002,27259,0.89,0.09,24247,2365
329,District of Columbia,11003,37377,0.9,0.08,33584,2972
330,District of Columbia,11004,37223,0.94,0.04,35117,1467
331,District of Columbia,11005,38778,0.94,0.04,36585,1416
332,District of Columbia,11006,49394,0.9,0.07,44699,3360
333,District of Columbia,11007,31823,0.95,0.03,30253,885
334,District of Columbia,11008,26038,0.94,0.03,24567,835
335,Delaware,10001,86957,0.51,0.47,44517,40976
336,Delaware,10003,286133,0.68,0.31,194238,87685
337,Delaware,10005,129293,0.44,0.55,56657,71196
338,Florida,12001,142784,0.63,0.36,89527,50891
339,Florida,12003,14082,0.14,0.85,2037,11911
340,Florida,12005,93025,0.27,0.71,25538,65993
341,Florida,12007,13650,0.23,0.76,3160,10334
342,Florida,12009,361306,0.41,0.57,148403,207700
343,Florida,12011,956076,0.65,0.35,617689,332960
344,Florida,12013,6529,0.18,0.81,1206,5269
345,Florida,12015,116481,0.36,0.63,42240,73202
346,Florida,12017,93223,0.29,0.7,27049,65230
347,Florida,12019,124331,0.31,0.68,38161,84326
348,Florida,12021,208054,0.37,0.62,77529,128820
349,Florida,12023,33011,0.27,0.72,8900,23819
350,Florida,12027,12645,0.34,0.66,4249,8292
351,Florida,12029,8170,0.17,0.83,1364,6757
352,Florida,12031,493118,0.51,0.47,251952,233316
353,Florida,12033,170123,0.42,0.57,70824,96573
354,Florida,12035,71773,0.39,0.6,28124,42991
355,Florida,12037,6851,0.31,0.68,2115,4672
356,Florida,12039,23783,0.68,0.31,16139,7461
357,Florida,12041,9680,0.18,0.82,1700,7893
358,Florida,12043,5201,0.27,0.73,1384,3781
359,Florida,12045,8170,0.24,0.75,1985,6111
360,Florida,12047,5832,0.34,0.65,1959,3811
361,Florida,12049,8484,0.27,0.72,2291,6120
362,Florida,12051,12944,0.38,0.61,4925,7898
363,Florida,12053,109176,0.34,0.64,37446,70321
364,Florida,12055,52076,0.32,0.67,16861,34787
365,Florida,12057,711103,0.53,0.46,374714,326158
366,Florida,12059,9072,0.1,0.89,924,8074
367,Florida,12061,97619,0.39,0.6,37801,58797
368,Florida,12063,22415,0.3,0.69,6749,15466
369,Florida,12065,8459,0.46,0.53,3893,4474
370,Florida,12067,3657,0.14,0.85,507,3126
371,Florida,12069,211314,0.39,0.59,83273,125687
372,Florida,12071,392767,0.4,0.59,156957,232075
373,Florida,12073,162650,0.64,0.35,103364,57384
374,Florida,12075,23139,0.27,0.72,6188,16721
375,Florida,12077,3562,0.19,0.8,693,2846
376,Florida,12079,9380,0.4,0.59,3747,5576
377,Florida,12081,217125,0.41,0.57,90007,124827
378,Florida,12083,204577,0.37,0.62,74802,127744
379,Florida,12085,98887,0.37,0.62,36873,61133
380,Florida,12086,1157930,0.53,0.46,617289,532460
381,Florida,12087,48074,0.45,0.53,21848,25668
382,Florida,12089,58828,0.26,0.72,15542,42502
383,Florida,12091,116485,0.29,0.68,34165,79633
384,Florida,12093,15964,0.27,0.72,4380,11460
385,Florida,12095,648405,0.61,0.38,394602,245162
386,Florida,12097,172781,0.56,0.42,97157,73373
387,Florida,12099,772236,0.56,0.43,432117,333927
388,Florida,12101,301338,0.39,0.6,118767,179343
389,Florida,12103,560668,0.49,0.49,277191,275949
390,Florida,12105,343423,0.42,0.57,144775,194271
391,Florida,12107,36384,0.29,0.7,10512,25496
392,Florida,12113,106782,0.26,0.72,27560,77306
393,Florida,12115,270656,0.44,0.55,119892,148065
394,Florida,12117,260996,0.51,0.48,132213,125035
395,Florida,12109,176942,0.36,0.63,63808,110886
396,Florida,12111,172131,0.49,0.5,84005,86748
397,Florida,12119,92600,0.32,0.68,29326,62753
398,Florida,12121,21054,0.21,0.78,4480,16387
399,Florida,12123,10101,0.23,0.76,2288,7725
400,Florida,12125,6247,0.17,0.82,1052,5130
401,Florida,12127,307578,0.42,0.56,130395,173544
402,Florida,12129,18435,0.29,0.7,5346,12868
403,Florida,12131,43679,0.24,0.75,10333,32924
404,Florida,12133,12325,0.19,0.8,2344,9869
405,Georgia,13001,8341,0.21,0.78,1779,6526
406,Georgia,13003,3155,0.26,0.73,825,2300
